,거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
0,22000.0,,1999,2016,통인동,효자,2,23,61.49,,5-1,11110,4,,
1,82500.0,,2008,2016,사직동,광화문스페이스본(101동~105동),2,23,94.51,,9,11110,11,,
2,99500.0,,2008,2016,사직동,광화문스페이스본(101동~105동),2,26,158.99,,9,11110,2,,
3,107000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),2,26,151.81,,9,11110,7,,
4,83800.0,,2008,2016,사직동,광화문스페이스본(101동~105동),2,29,94.51,,9,11110,8,,
5,23000.0,,2003,2016,익선동,현대뜨레비앙,2,18,43.98,,55,11110,6,,
6,27000.0,,2003,2016,익선동,현대뜨레비앙,2,20,48.54,,55,11110,3,,
7,25400.0,,2003,2016,익선동,현대뜨레비앙,2,22,46.64,,55,11110,2,,
8,49500.0,,2002,2016,명륜1가,아미레스아파트,2,2,84.59,,45-5,11110,1,,
9,63000.0,,1995,2016,명륜2가,아남1,2,5,84.9,,4,11110,7,,
10,53300.0,,1999,2016,창신동,두산,2,4,84.9,,232,11110,13,,
11,29400.0,,1993,2016,창신동,창신쌍용2,2,12,64.66,,703,11110,12,,
12,41500.0,,1993,2016,창신동,창신쌍용2,2,13,106.62,,703,11110,14,,
13,38000.0,,1992,2016,창신동,창신쌍용1,2,14,79.87,,702,11110,5,,
14,23200.0,,2002,2016,창신동,MID그린(1동),2,15,59.55,,601,11110,4,,
15,34500.0,,1993,2016,창신동,창신쌍용2,2,15,79.87,,703,11110,13,,
16,26000.0,,1999,2016,창신동,덕산,2,19,59.28,,639-50,11110,6,,
17,42800.0,,1993,2016,창신동,창신쌍용2,2,20,106.62,,703,11110,4,,
18,56500.0,,1999,2016,창신동,두산,2,21,84.9,,232,11110,17,,
19,34500.0,,1993,2016,창신동,창신쌍용2,2,22,79.87,,703,11110,5,,
20,30500.0,,1973,2016,창신동,동대문맨션,2,23,89.55,,578-5,11110,8,,
21,31500.0,,1992,2016,창신동,창신쌍용1,2,25,54.7,,702,11110,14,,
22,15800.0,,1970,2016,창신동,동문상가,2,26,42.39,,436-41,11110,6,,
23,29600.0,,1993,2016,창신동,창신쌍용2,2,26,64.66,,703,11110,12,,
24,31000.0,,1992,2016,창신동,창신쌍용1,2,27,54.7,,702,11110,6,,
25,39000.0,,1992,2016,창신동,창신쌍용1,2,29,79.87,,702,11110,6,,
26,66000.0,,2004,2016,숭인동,롯데캐슬천지인,2,15,111.73,,76,11110,17,,
27,11700.0,,2012,2016,숭인동,삼전솔하임2차,2,16,16.67,,296-19,11110,6,,
28,59800.0,,2008,2016,숭인동,종로센트레빌,2,17,114.67,,2-1,11110,4,,
29,43000.0,,2009,2016,숭인동,종로청계힐스테이트,2,25,59.9426,,766,11110,10,,
30,52000.0,,2008,2016,숭인동,종로센트레빌,2,27,84.92,,2-1,11110,5,,
31,11800.0,,2014,2016,숭인동,숭인한양LEEPS,2,27,12.78,,1421-2,11110,8,,
32,180000.0,,2009,2016,평창동,롯데캐슬로잔,2,11,238.858,,108,11110,4,,
33,160000.0,,2009,2016,평창동,롯데캐슬로잔,2,11,219.775,,108,11110,3,,
34,70000.0,,2001,2016,평창동,롯데낙천대,2,15,110.53,,72,11110,13,,
35,68000.0,,2001,2016,평창동,롯데낙천대,2,15,110.53,,72,11110,6,,
36,172000.0,,2009,2016,평창동,엘리시아,2,18,206.22,,66-1,11110,3,,
37,159589.0,,2009,2016,평창동,엘리시아,2,22,200.19,,66-1,11110,4,,
38,200951.0,,2009,2016,평창동,엘리시아,2,22,236.07,,66-1,11110,5,,
39,175942.0,,2009,2016,평창동,엘리시아,2,22,213.07,,66-1,11110,4,,
40,175942.0,,2009,2016,평창동,엘리시아,2,22,213.07,,66-1,11110,5,,
41,152416.0,,2009,2016,평창동,엘리시아,2,22,206.22,,66-1,11110,2,,
42,170925.0,,2009,2016,평창동,엘리시아,2,22,206.22,,66-1,11110,5,,
43,143575.0,,2009,2016,평창동,엘리시아,2,22,213.07,,66-1,11110,1,,
44,159589.0,,2009,2016,평창동,엘리시아,2,22,200.19,,66-1,11110,3,,
45,28500.0,,1998,2016,평창동,삼성,2,25,59.97,,596,11110,1,,
46,139000.0,,2009,2016,평창동,롯데캐슬로잔,2,29,200.331,,108,11110,4,,
47,62500.0,,2015,2016,무악동,인왕산2차아이파크,2,3,84.2395,,88,11110,11,,
48,53750.0,,2000,2016,무악동,현대,2,3,84.92,,82,11110,11,,
49,59790.0,,2000,2016,무악동,현대,2,4,114.9,,82,11110,8,,
50,56000.0,,2000,2016,무악동,현대,2,6,84.92,,82,11110,12,,
51,38790.0,,2000,2016,무악동,현대,2,12,60,,82,11110,9,,
52,72000.0,,2008,2016,무악동,인왕산아이파크,2,14,114.931,,60,11110,5,,
53,43490.0,,2000,2016,무악동,현대,2,19,60,,82,11110,11,,
54,47470.0,,2000,2016,무악동,현대,2,20,84.92,,82,11110,2,,
0,92500.0,,2007,2016,필운동,신동아블루아광화문의꿈,3,11,138.66,,254,11110,11,,
1,104000.0,,2008,2016,사직동,광화문스페이스본(106동),3,11,150.4,,9-1,11110,3,,
2,83500.0,,2008,2016,사직동,광화문스페이스본(101동~105동),3,19,94.51,,9,11110,9,,
3,110000.0,,2004,2016,내수동,경희궁의아침4단지,3,2,124.17,,73,11110,11,,
4,70000.0,,1994,2016,내수동,세종로대우,3,3,109.91,,167,11110,14,,
5,123000.0,,2003,2016,내수동,경희궁파크팰리스,3,9,146.33,,95,11110,5,,
6,44500.0,,1998,2016,익선동,운현신화타워,3,7,84.87,,30-6,11110,6,,
7,21500.0,,2003,2016,익선동,현대뜨레비앙,3,8,36.08,,55,11110,7,,
8,32000.0,,1998,2016,익선동,운현신화타워,3,18,62.55,,30-6,11110,12,,
9,23000.0,,2003,2016,익선동,현대뜨레비앙,3,19,43.98,,55,11110,6,,
10,49000.0,,2006,2016,인의동,효성쥬얼리시티,3,10,84.64,,48-2,11110,13,,
11,53000.0,,2006,2016,인의동,효성쥬얼리시티,3,16,84.64,,48-2,11110,14,,
12,59000.0,,2006,2016,인의동,효성쥬얼리시티,3,16,106.81,,48-2,11110,17,,
13,17500.0,,2014,2016,연건동,이화에수풀,3,22,16.98,,195-10,11110,12,,
14,24700.0,,1999,2016,동숭동,동성아파트(2동),3,2,59.58,,4-157,11110,5,,
15,64500.0,,1995,2016,명륜2가,아남1,3,10,84.9,,4,11110,17,,
16,43800.0,,1993,2016,창신동,창신쌍용2,3,1,115.53,,703,11110,10,,
17,27800.0,,1973,2016,창신동,동대문맨션,3,4,74.38,,578-5,11110,7,,
18,37000.0,,1992,2016,창신동,창신쌍용1,3,9,79.87,,702,11110,4,,
19,24500.0,,2002,2016,창신동,MID그린(7동),3,10,59.04,,601-8,11110,5,,
20,38800.0,,1992,2016,창신동,창신쌍용1,3,11,79.87,,702,11110,12,,
21,35000.0,,1992,2016,창신동,창신쌍용1,3,12,79.87,,702,11110,5,,
22,45000.0,,1999,2016,창신동,두산,3,14,84.9,,232,11110,1,,
23,35100.0,,1992,2016,창신동,창신쌍용1,3,14,79.87,,702,11110,3,,
24,52800.0,,1999,2016,창신동,두산,3,16,84.9,,232,11110,16,,
25,41000.0,,1999,2016,창신동,두산,3,18,59.95,,232,11110,18,,
26,46000.0,,2006,2016,창신동,브라운스톤창신,3,22,84.87,,23-76,11110,9,,
27,45400.0,,2006,2016,창신동,브라운스톤창신,3,22,84.67,,23-76,11110,12,,
28,29950.0,,1993,2016,창신동,창신쌍용2,3,23,64.66,,703,11110,10,,
29,21500.0,,2002,2016,창신동,MID그린(3동),3,29,58.88,,601-2,11110,8,,
30,21300.0,,1968,2016,창신동,동대문,3,31,28.8,,328-17,11110,3,,
31,13750.0,,2013,2016,숭인동,종로중흥S클래스,3,1,19.466,,202-3,11110,10,,
32,24500.0,,2000,2016,숭인동,숭인모범104동,3,2,59.74,,569-2,11110,6,,
33,13200.0,,2012,2016,숭인동,삼전솔하임2차,3,3,15,,296-19,11110,4,,
34,13200.0,,2012,2016,숭인동,삼전솔하임2차,3,3,14.69,,296-19,11110,4,,
35,43250.0,,2009,2016,숭인동,종로청계힐스테이트,3,5,59.9426,,766,11110,6,,
36,60000.0,,2008,2016,숭인동,종로센트레빌,3,12,114.67,,2-1,11110,6,,
37,42000.0,,2008,2016,숭인동,종로센트레빌,3,13,59.92,,2-1,11110,8,,
38,43500.0,,2009,2016,숭인동,종로청계힐스테이트,3,14,59.9426,,766,11110,8,,
39,13300.0,,2014,2016,숭인동,삼전솔하임4차,3,18,15.09,,318-2,11110,14,,
40,29000.0,,2002,2016,숭인동,동문(482-0),3,19,60,,482,11110,5,,
41,12300.0,,2013,2016,숭인동,종로동광모닝스카이,3,22,15.855,,1421-1,11110,10,,
42,12000.0,,2012,2016,숭인동,삼전솔하임2차,3,31,15,,296-19,11110,10,,
43,11500.0,,2013,2016,숭인동,익성씨티하임,3,31,15.42,,1392,11110,15,,
44,50800.0,,2005,2016,구기동,렉스팰리스,3,15,146.55,,95-1,11110,5,,
45,200951.0,,2009,2016,평창동,엘리시아,3,4,236.07,,66-1,11110,3,,
46,156818.0,,2009,2016,평창동,엘리시아,3,4,213.07,,66-1,11110,2,,
47,60500.0,,2001,2016,평창동,롯데낙천대,3,4,110.53,,72,11110,5,,
48,175900.0,,2009,2016,평창동,엘리시아,3,6,213.07,,66-1,11110,2,,
49,170925.0,,2009,2016,평창동,엘리시아,3,23,206.22,,66-1,11110,3,,
50,175942.0,,2009,2016,평창동,엘리시아,3,23,213.07,,66-1,11110,3,,
51,186290.0,,2009,2016,평창동,엘리시아,3,23,236.07,,66-1,11110,2,,
52,200951.0,,2009,2016,평창동,엘리시아,3,23,236.07,,66-1,11110,4,,
53,139599.0,,2009,2016,평창동,엘리시아,3,23,206.22,,66-1,11110,1,,
54,159589.0,,2009,2016,평창동,엘리시아,3,23,200.19,,66-1,11110,5,,
55,141623.0,,2009,2016,평창동,엘리시아,3,23,200.19,,66-1,11110,2,,
56,141623.0,,2009,2016,평창동,엘리시아,3,24,200.19,,66-1,11110,1,,
57,170925.0,,2009,2016,평창동,엘리시아,3,30,206.22,,66-1,11110,4,,
58,64800.0,,2008,2016,무악동,인왕산아이파크,3,1,84.858,,60,11110,14,,
59,63950.0,,2000,2016,무악동,현대,3,6,114.9,,82,11110,14,,
60,77000.0,,2008,2016,무악동,인왕산아이파크,3,7,114.931,,60,11110,4,,
61,56990.0,,2000,2016,무악동,현대,3,10,84.92,,82,11110,22,,
62,59000.0,,2015,2016,무악동,인왕산2차아이파크,3,12,84.2395,,88,11110,4,,
63,63000.0,,2008,2016,무악동,인왕산아이파크,3,21,84.858,,60,11110,8,,
64,78500.0,,2008,2016,무악동,인왕산아이파크,3,29,114.931,,60,11110,5,,
0,112200.0,,2008,2016,사직동,광화문스페이스본(101동~105동),4,1,146.92,,9,11110,11,,
1,112200.0,,2008,2016,사직동,광화문스페이스본(101동~105동),4,6,146.92,,9,11110,11,,
2,86500.0,,2008,2016,사직동,광화문스페이스본(101동~105동),4,19,108.07,,9,11110,8,,
3,85000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),4,22,121.37,,9,11110,3,,
4,80000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),4,30,95.88,,9,11110,5,,
5,110000.0,,2004,2016,내수동,경희궁의아침4단지,4,16,124.17,,73,11110,10,,
6,101000.0,,2003,2016,내수동,경희궁파크팰리스,4,21,148.09,,95,11110,12,,
7,147000.0,,2004,2016,내수동,경희궁의아침3단지,4,27,174.55,,72,11110,15,,
8,22500.0,,2003,2016,익선동,현대뜨레비앙,4,14,48.54,,55,11110,7,,
9,17800.0,,2014,2016,연건동,이화에수풀,4,29,19.86,,195-10,11110,7,,
10,54900.0,,1995,2016,명륜2가,아남1,4,26,84.8,,4,11110,1,,
11,29000.0,,1993,2016,창신동,창신쌍용2,4,8,54.7,,703,11110,11,,
12,29200.0,,1993,2016,창신동,창신쌍용2,4,13,64.66,,703,11110,6,,
13,26500.0,,1993,2016,창신동,창신쌍용2,4,14,54.7,,703,11110,2,,
14,33600.0,,1993,2016,창신동,창신쌍용2,4,16,79.87,,703,11110,14,,
15,43000.0,,1993,2016,창신동,창신쌍용2,4,18,106.62,,703,11110,4,,
16,43100.0,,1973,2016,창신동,동대문맨션,4,19,122.71,,578-5,11110,9,,
17,50000.0,,1973,2016,창신동,동대문맨션,4,20,158.18,,578-5,11110,5,,
18,52500.0,,1999,2016,창신동,두산,4,20,84.9,,232,11110,16,,
19,40500.0,,1999,2016,창신동,두산,4,22,59.95,,232,11110,12,,
20,31700.0,,1992,2016,창신동,창신쌍용1,4,23,54.7,,702,11110,10,,
21,29300.0,,1993,2016,창신동,창신쌍용2,4,23,54.7,,703,11110,7,,
22,62500.0,,2003,2016,창신동,창신이수,4,23,120.84,,23-816,11110,3,,
23,20000.0,,1996,2016,창신동,삼흥,4,25,57.78,,638-45,11110,3,,
24,30800.0,,1993,2016,창신동,창신쌍용2,4,26,64.66,,703,11110,9,,
25,34500.0,,1993,2016,창신동,창신쌍용2,4,26,79.87,,703,11110,7,,
26,19000.0,,2002,2016,창신동,그린,4,29,44.6,,23-326,11110,2,,
27,31700.0,,1992,2016,창신동,창신쌍용1,4,29,54.7,,702,11110,5,,
28,27900.0,,1993,2016,창신동,창신쌍용2,4,30,54.7,,703,11110,5,,
29,42500.0,,1992,2016,창신동,창신쌍용1,4,30,106.62,,702,11110,3,,
30,63000.0,,2008,2016,숭인동,종로센트레빌,4,5,114.67,,2-1,11110,12,,
31,42500.0,,2008,2016,숭인동,종로센트레빌,4,8,59.92,,2-1,11110,9,,
32,51000.0,,2008,2016,숭인동,종로센트레빌,4,9,84.92,,2-1,11110,5,,
33,11000.0,,2013,2016,숭인동,종로유케이201,4,12,12.09,,201-11,11110,10,,
34,13700.0,,2013,2016,숭인동,종로중흥S클래스,4,12,17.811,,202-3,11110,14,,
35,59000.0,,2009,2016,숭인동,종로청계힐스테이트,4,15,114.7153,,766,11110,10,,
36,29000.0,,1998,2016,숭인동,동문(비동씨동)(494-0),4,17,59.94,,494,11110,6,,
37,59500.0,,2008,2016,숭인동,종로센트레빌,4,18,114.67,,2-1,11110,9,,
38,64500.0,,2004,2016,숭인동,롯데캐슬천지인,4,19,111.73,,76,11110,21,,
39,20000.0,,1997,2016,숭인동,오성,4,19,56.66,,888,11110,2,,
40,53000.0,,2008,2016,숭인동,종로센트레빌,4,20,84.92,,2-1,11110,1,,
41,59500.0,,2008,2016,숭인동,종로센트레빌,4,21,114.67,,2-1,11110,9,,
42,52000.0,,2009,2016,숭인동,종로청계힐스테이트,4,25,84.9478,,766,11110,15,,
43,52000.0,,2009,2016,숭인동,종로청계힐스테이트,4,25,84.9478,,766,11110,19,,
44,38400.0,,1995,2016,교북동,동아,4,21,59.98,,101,11110,5,,
45,28500.0,,1971,2016,행촌동,대성아파트,4,3,94.94,,41-1,11110,7,,
46,7500.0,,1971,2016,행촌동,대성아파트,4,25,19.27,,41-1,11110,7,,
47,10000.0,,1971,2016,행촌동,대성아파트,4,28,30.28,,41-1,11110,2,,
48,15500.0,,1997,2016,평창동,갑을아파트,4,4,32.54,,595,11110,12,,
49,39700.0,,1998,2016,평창동,삼성,4,5,84.93,,596,11110,7,,
50,43000.0,,1996,2016,평창동,일성빌라트,4,8,84.99,,145-5,11110,2,,
51,160000.0,,2009,2016,평창동,엘리시아,4,13,200.19,,66-1,11110,3,,
52,14200.0,,1997,2016,평창동,갑을아파트,4,19,30.46,,595,11110,9,,
53,40300.0,,1998,2016,평창동,삼성,4,30,84.98,,596,11110,12,,
54,64000.0,,2001,2016,평창동,롯데낙천대,4,30,110.53,,72,11110,2,,
55,54990.0,,2000,2016,무악동,현대,4,1,84.92,,82,11110,15,,
56,57200.0,,2008,2016,무악동,인왕산아이파크,4,4,84.858,,60,11110,2,,
57,56990.0,,2000,2016,무악동,현대,4,5,84.92,,82,11110,9,,
58,70790.0,,2000,2016,무악동,현대,4,8,114.9,,82,11110,15,,
59,60000.0,,2008,2016,무악동,인왕산아이파크,4,9,84.858,,60,11110,10,,
60,37290.0,,2000,2016,무악동,현대,4,9,60,,82,11110,3,,
61,86000.0,,2008,2016,무악동,인왕산아이파크,4,15,114.931,,60,11110,10,,
62,63500.0,,2008,2016,무악동,인왕산아이파크,4,16,84.858,,60,11110,11,,
63,59990.0,,2000,2016,무악동,현대,4,16,114.9,,82,11110,2,,
64,79000.0,,2008,2016,무악동,인왕산아이파크,4,21,114.931,,60,11110,6,,
65,71500.0,,2008,2016,무악동,인왕산아이파크,4,21,84.858,,60,11110,14,,
66,66000.0,,2008,2016,무악동,인왕산아이파크,4,24,84.858,,60,11110,14,,
67,55470.0,,2000,2016,무악동,현대,4,30,84.92,,82,11110,8,,
0,115000.0,,2008,2016,사직동,광화문스페이스본(106동),5,11,153.42,,9-1,11110,8,,
1,107000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),5,12,136.4,,9,11110,4,,
2,88000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),5,13,108.07,,9,11110,1,,
3,84000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),5,16,94.51,,9,11110,7,,
4,69000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),5,23,70.8,,9,11110,13,,
5,102000.0,,2008,2016,사직동,광화문스페이스본(106동),5,25,163.33,,9-1,11110,3,,
6,108000.0,,2008,2016,사직동,광화문스페이스본(106동),5,28,144.52,,9-1,11110,11,,
7,43000.0,,1983,2016,당주동,세종,5,17,91.68,,100,11110,2,,
8,132500.0,,2004,2016,내수동,경희궁의아침2단지,5,4,174.55,,71,11110,7,,
9,158000.0,,2004,2016,내수동,경희궁의아침2단지,5,12,174.55,,71,11110,14,,
10,117000.0,,2004,2016,내수동,경희궁의아침3단지,5,27,149,,72,11110,2,,
11,81500.0,,2008,2016,견지동,대성스카이렉스,5,25,116.03,,110,11110,12,,
12,53000.0,,2006,2016,인의동,효성쥬얼리시티,5,23,84.98,,48-2,11110,14,,
13,15000.0,,2015,2016,연지동,아르젠종로,5,27,13.27,,163-3,11110,10,,
14,16200.0,,2014,2016,연건동,이화에수풀,5,13,16.98,,195-10,11110,12,,
15,17000.0,,2014,2016,연건동,이화에수풀,5,20,16.98,,195-10,11110,12,,
16,49700.0,,2002,2016,명륜1가,아미레스아파트,5,4,84.59,,45-5,11110,6,,
17,62800.0,,1995,2016,명륜2가,아남1,5,4,84.9,,4,11110,19,,
18,53300.0,,1999,2016,명륜2가,아남3,5,19,94.86,,237,11110,4,,
19,59500.0,,1995,2016,명륜2가,아남1,5,25,84.9,,4,11110,13,,
20,42600.0,,1999,2016,창신동,두산,5,1,59.95,,232,11110,20,,
21,38700.0,,1999,2016,창신동,두산,5,11,59.95,,232,11110,3,,
22,47300.0,,1999,2016,창신동,두산,5,12,84.9,,232,11110,16,,
23,29500.0,,1993,2016,창신동,창신쌍용2,5,14,64.66,,703,11110,2,,
24,22500.0,,1968,2016,창신동,동대문,5,16,28.8,,328-17,11110,6,,
25,48500.0,,1999,2016,창신동,두산,5,18,84.9,,232,11110,19,,
26,16500.0,,1999,2016,창신동,덕산,5,19,59.22,,639-50,11110,6,,
27,40200.0,,1992,2016,창신동,창신쌍용1,5,20,106.62,,702,11110,13,,
28,37700.0,,1992,2016,창신동,창신쌍용1,5,21,79.87,,702,11110,10,,
29,52000.0,,1999,2016,창신동,두산,5,26,84.9,,232,11110,11,,
30,41300.0,,1999,2016,창신동,두산,5,27,59.95,,232,11110,19,,
31,45800.0,,2003,2016,창신동,창신이수,5,28,84.5,,23-816,11110,6,,
32,40700.0,,1999,2016,창신동,두산,5,30,59.95,,232,11110,12,,
33,24800.0,,2002,2016,창신동,일우,5,31,59.3,,602,11110,3,,
34,36000.0,,1992,2016,창신동,창신쌍용1,5,31,79.87,,702,11110,4,,
35,11050.0,,2013,2016,숭인동,종로유케이201,5,3,12.01,,201-11,11110,8,,
36,35000.0,,1979,2016,숭인동,숭인상가,5,3,78.75,,204-11,11110,8,,
37,65000.0,,2004,2016,숭인동,롯데캐슬천지인,5,3,111.73,,76,11110,13,,
38,53700.0,,2009,2016,숭인동,종로청계힐스테이트,5,3,84.9478,,766,11110,10,,
39,24500.0,,2000,2016,숭인동,숭인모범104동,5,4,59.74,,569-2,11110,4,,
40,54000.0,,2004,2016,숭인동,롯데캐슬천지인,5,11,84.95,,76,11110,4,,
41,42800.0,,2008,2016,숭인동,종로센트레빌,5,12,59.92,,2-1,11110,6,,
42,61000.0,,2009,2016,숭인동,종로청계힐스테이트,5,14,114.7153,,766,11110,8,,
43,44000.0,,2009,2016,숭인동,종로청계힐스테이트,5,17,59.9426,,766,11110,5,,
44,54000.0,,2004,2016,숭인동,롯데캐슬천지인,5,17,84.95,,76,11110,13,,
45,41000.0,,2009,2016,숭인동,종로청계힐스테이트,5,20,59.9426,,766,11110,1,,
46,11900.0,,2014,2016,숭인동,숭인한양LEEPS,5,20,12.78,,1421-2,11110,10,,
47,50900.0,,2009,2016,숭인동,종로청계힐스테이트,5,20,84.9478,,766,11110,3,,
48,41500.0,,2008,2016,숭인동,종로센트레빌,5,23,59.92,,2-1,11110,2,,
49,12900.0,,2012,2016,숭인동,삼전솔하임2차,5,24,16.67,,296-19,11110,8,,
50,52000.0,,2004,2016,숭인동,롯데캐슬천지인,5,28,84.95,,76,11110,4,,
51,40750.0,,2008,2016,숭인동,종로센트레빌,5,29,59.92,,2-1,11110,4,,
52,10400.0,,1971,2016,행촌동,대성아파트,5,27,30.28,,41-1,11110,2,,
53,15900.0,,1997,2016,평창동,갑을아파트,5,3,32.56,,595,11110,5,,
54,48300.0,,2001,2016,평창동,롯데낙천대,5,7,84.82,,72,11110,5,,
55,165000.0,,2009,2016,평창동,롯데캐슬로잔,5,9,219.775,,108,11110,2,,
56,41870.0,,2000,2016,무악동,현대,5,3,60,,82,11110,6,,
57,37390.0,,2000,2016,무악동,현대,5,6,60,,82,11110,4,,
58,42790.0,,2000,2016,무악동,현대,5,7,60,,82,11110,4,,
59,60000.0,,2008,2016,무악동,인왕산아이파크,5,7,84.858,,60,11110,4,,
60,37980.0,,2000,2016,무악동,현대,5,11,60,,82,11110,5,,
61,71000.0,,2008,2016,무악동,인왕산아이파크,5,13,114.931,,60,11110,1,,
62,40690.0,,2000,2016,무악동,현대,5,13,60,,82,11110,11,,
63,55890.0,,2000,2016,무악동,현대,5,14,84.92,,82,11110,13,,
64,37490.0,,2000,2016,무악동,현대,5,19,60,,82,11110,6,,
65,60000.0,,2008,2016,무악동,인왕산아이파크,5,21,84.858,,60,11110,6,,
66,53990.0,,2000,2016,무악동,현대,5,23,114.9,,82,11110,2,,
67,56490.0,,2000,2016,무악동,현대,5,24,84.92,,82,11110,12,,
68,59400.0,,2008,2016,무악동,인왕산아이파크,5,25,84.858,,60,11110,4,,
69,64700.0,,2008,2016,무악동,인왕산아이파크,5,25,84.858,,60,11110,5,,
70,60000.0,,2008,2016,무악동,인왕산아이파크,5,25,84.858,,60,11110,15,,
71,62900.0,,2008,2016,무악동,인왕산아이파크,5,28,84.858,,60,11110,14,,
72,68000.0,,2008,2016,무악동,인왕산아이파크,5,31,84.858,,60,11110,13,,
0,88000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),6,1,94.51,,9,11110,12,,
1,115000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),6,10,136.4,,9,11110,14,,
2,75000.0,,2008,2016,사직동,광화문스페이스본(101동~105동),6,17,70.8,,9,11110,13,,
3,130000.0,,2004,2016,내수동,경희궁의아침3단지,6,3,174.55,,72,11110,4,,
4,112500.0,,2004,2016,내수동,경희궁의아침3단지,6,6,149,,72,11110,16,,
5,110000.0,,2003,2016,내수동,경희궁파크팰리스,6,8,148.09,,95,11110,10,,
6,112000.0,,2004,2016,내수동,경희궁의아침4단지,6,16,124.17,,73,11110,12,,
7,105500.0,,2004,2016,내수동,경희궁의아침2단지,6,22,124.17,,71,11110,4,,
8,88500.0,,2008,2016,견지동,대성스카이렉스,6,22,137.55,,110,11110,14,,
9,26400.0,,2003,2016,익선동,현대뜨레비앙,6,10,46.64,,55,11110,2,,
10,50000.0,,2006,2016,인의동,효성쥬얼리시티,6,9,84.64,,48-2,11110,16,,
11,55000.0,,2006,2016,인의동,효성쥬얼리시티,6,21,92.81,,48-2,11110,12,,
12,15000.0,,1995,2016,명륜1가,방산아파트,6,13,32.53,,5-89,11110,3,,
13,61000.0,,1995,2016,명륜2가,아남1,6,3,84.9,,4,11110,7,,
14,39000.0,,1999,2016,명륜2가,아남3,6,17,47.43,,237,11110,5,,
15,62000.0,,1995,2016,명륜2가,아남1,6,19,84.9,,4,11110,10,,
16,30500.0,,1992,2016,창신동,창신쌍용1,6,1,54.7,,702,11110,3,,
17,30600.0,,1992,2016,창신동,창신쌍용1,6,3,54.7,,702,11110,4,,
18,31300.0,,1993,2016,창신동,창신쌍용2,6,4,64.66,,703,11110,7,,
19,45000.0,,1992,2016,창신동,창신쌍용1,6,4,106.62,,702,11110,10,,
20,40000.0,,1999,2016,창신동,두산,6,4,59.95,,232,11110,4,,
21,34000.0,,1993,2016,창신동,창신쌍용2,6,6,79.87,,703,11110,6,,
22,15700.0,,1970,2016,창신동,동문상가,6,6,42.39,,436-41,11110,5,,
23,28000.0,,1993,2016,창신동,창신쌍용2,6,6,54.7,,703,11110,3,,
24,41000.0,,1992,2016,창신동,창신쌍용1,6,10,79.87,,702,11110,10,,
25,37700.0,,1992,2016,창신동,창신쌍용1,6,10,79.87,,702,11110,9,,
26,36500.0,,1992,2016,창신동,창신쌍용1,6,11,79.87,,702,11110,6,,
27,30700.0,,1993,2016,창신동,창신쌍용2,6,11,54.7,,703,11110,8,,
28,30500.0,,1993,2016,창신동,창신쌍용2,6,13,64.66,,703,11110,4,,
29,24000.0,,1968,2016,창신동,동대문,6,14,28.8,,328-17,11110,4,,
30,33350.0,,1992,2016,창신동,창신쌍용1,6,14,54.7,,702,11110,4,,
31,34000.0,,1993,2016,창신동,창신쌍용2,6,14,79.87,,703,11110,9,,
32,19500.0,,1968,2016,창신동,동대문,6,16,28.8,,328-17,11110,6,,
33,26000.0,,1999,2016,창신동,덕산,6,16,59.28,,639-50,11110,4,,
34,27000.0,,1993,2016,창신동,창신쌍용2,6,17,54.7,,703,11110,4,,
35,34500.0,,1993,2016,창신동,창신쌍용2,6,20,79.87,,703,11110,4,,
36,43000.0,,1993,2016,창신동,창신쌍용2,6,22,106.62,,703,11110,2,,
37,29900.0,,1993,2016,창신동,창신쌍용2,6,23,64.66,,703,11110,14,,
38,39800.0,,1992,2016,창신동,창신쌍용1,6,23,79.87,,702,11110,10,,
39,40000.0,,1992,2016,창신동,창신쌍용1,6,25,79.87,,702,11110,7,,
40,30600.0,,1993,2016,창신동,창신쌍용2,6,25,64.66,,703,11110,8,,
41,42500.0,,1993,2016,창신동,창신쌍용2,6,25,106.62,,703,11110,2,,
42,42000.0,,1999,2016,창신동,두산,6,27,59.95,,232,11110,15,,
43,26000.0,,2002,2016,창신동,일우,6,27,59.3,,602,11110,6,,
44,23200.0,,1968,2016,창신동,동대문,6,28,28.8,,328-17,11110,6,,
45,38000.0,,1992,2016,창신동,창신쌍용1,6,30,79.87,,702,11110,9,,
46,53500.0,,2008,2016,숭인동,종로센트레빌,6,3,84.92,,2-1,11110,8,,
47,13600.0,,2013,2016,숭인동,종로중흥S클래스,6,6,17.811,,202-3,11110,14,,
48,54800.0,,2009,2016,숭인동,종로청계힐스테이트,6,7,84.9478,,766,11110,13,,
49,66000.0,,2004,2016,숭인동,롯데캐슬천지인,6,10,111.73,,76,11110,16,,
