,거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
0,145000.0,,2010,2016,회현동1가,SK리더스뷰남산,2,23,176.26,,206,11140,14,,
1,29000.0,,1970,2016,충무로4가,진양상가,2,13,71.93,,120-3,11140,12,,
2,30700.0,,1970,2016,충무로4가,진양상가,2,29,71.93,,120-3,11140,10,,
3,18500.0,,1968,2016,인현동2가,인현상가(신성아파트),2,16,50.58,,192-30,11140,7,,
4,16500.0,,1968,2016,인현동2가,인현상가(신성아파트),2,19,40.13,,192-30,11140,10,,
5,28800.0,,1968,2016,인현동2가,인현상가(신성아파트),2,24,80.33,,192-30,11140,10,,
6,11000.0,,1972,2016,필동1가,하니맨션,2,15,41.98,,51-11,11140,14,,
7,63000.0,,2011,2016,신당동,청구e편한세상,2,1,59.88,,852,11140,7,,
8,36000.0,,2002,2016,신당동,노블레스2,2,1,84.78,,432-1653,11140,1,,
9,48800.0,,1993,2016,신당동,현대,2,2,121.14,,840,11140,3,,
10,51000.0,,1993,2016,신당동,현대,2,2,121.14,,840,11140,7,,
11,60000.0,,2002,2016,신당동,남산타운,2,2,114.88,,844,11140,18,,
12,49000.0,,1999,2016,신당동,삼성,2,3,84.96,,843,11140,9,,
13,60000.0,,1999,2016,신당동,약수하이츠,2,4,84.88,,842,11140,6,,
14,70000.0,,2011,2016,신당동,래미안하이베르,2,4,117,,851,11140,8,,
15,40000.0,,2003,2016,신당동,프라임2,2,5,79.32,,432-2837,11140,1,,
16,54000.0,,1999,2016,신당동,약수하이츠,2,6,84.88,,842,11140,2,,
17,75000.0,,2011,2016,신당동,청구e편한세상,2,6,84.96,,852,11140,13,,
18,45000.0,,2002,2016,신당동,남산타운,2,10,59.94,,844,11140,5,,
19,43000.0,,1999,2016,신당동,약수하이츠,2,11,57.63,,842,11140,12,,
20,56000.0,,2002,2016,신당동,남산타운,2,11,84.88,,844,11140,13,,
21,36500.0,,1999,2016,신당동,약수하이츠,2,13,57.63,,842,11140,5,,
22,42500.0,,2002,2016,신당동,남산타운,2,15,59.94,,844,11140,2,,
23,37000.0,,1999,2016,신당동,삼성,2,16,59.97,,843,11140,14,,
24,58000.0,,1999,2016,신당동,삼성,2,16,114.91,,843,11140,6,,
25,52300.0,,1999,2016,신당동,삼성,2,16,114.91,,843,11140,1,,
26,60000.0,,2002,2016,신당동,남산타운,2,18,84.88,,844,11140,13,,
27,70000.0,,2002,2016,신당동,남산타운,2,18,114.88,,844,11140,4,,
28,43000.0,,1999,2016,신당동,약수하이츠,2,18,57.63,,842,11140,18,,
29,55000.0,,2005,2016,신당동,신당푸르지오,2,19,84.39,,850,11140,7,,
30,88000.0,,2011,2016,신당동,청구e편한세상,2,20,118.47,,852,11140,8,,
31,43000.0,,1999,2016,신당동,약수하이츠,2,20,57.63,,842,11140,14,,
32,43000.0,,2002,2016,신당동,남산타운,2,22,59.94,,844,11140,5,,
33,60000.0,,1999,2016,신당동,삼성,2,22,114.91,,843,11140,7,,
34,53800.0,,2011,2016,신당동,래미안하이베르,2,23,84.97,,851,11140,1,,
35,56000.0,,1999,2016,신당동,삼성,2,24,114.91,,843,11140,11,,
36,57250.0,,2002,2016,신당동,남산타운,2,24,84.88,,844,11140,15,,
37,41500.0,,1999,2016,신당동,삼성,2,24,59.98,,843,11140,10,,
38,74200.0,,2011,2016,신당동,청구e편한세상,2,24,84.96,,852,11140,14,,
39,35000.0,,2001,2016,신당동,한진해모로,2,24,59.76,,845,11140,8,,
40,35500.0,,1999,2016,신당동,약수하이츠,2,25,57.63,,842,11140,2,,
41,64500.0,,2002,2016,신당동,남산타운,2,26,114.88,,844,11140,7,,
42,40900.0,,2001,2016,신당동,한진해모로,2,26,84.96,,845,11140,1,,
43,68000.0,,2011,2016,신당동,청구e편한세상,2,26,84.95,,852,11140,9,,
44,63000.0,,2002,2016,신당동,남산타운,2,26,84.88,,844,11140,8,,
45,68500.0,,2002,2016,신당동,남산타운,2,27,114.88,,844,11140,18,,
46,55000.0,,2002,2016,신당동,남산타운,2,27,84.88,,844,11140,11,,
47,52700.0,,1993,2016,신당동,현대,2,27,122.275,,840,11140,15,,
48,71800.0,,2011,2016,신당동,청구e편한세상,2,29,84.95,,852,11140,9,,
49,66500.0,,2005,2016,신당동,신당푸르지오,2,29,114.48,,850,11140,15,,
50,49800.0,,2011,2016,신당동,래미안하이베르,2,29,59.74,,851,11140,7,,
51,76118.0,,2014,2016,흥인동,청계천두산위브더제니스,2,1,124.1323,,13-1,11140,8,,
52,42000.0,,2008,2016,황학동,롯데캐슬,2,2,59.94,,2545,11140,20,,
53,41000.0,,2008,2016,황학동,롯데캐슬,2,5,59.94,,2545,11140,10,,
54,54700.0,,2008,2016,황학동,롯데캐슬,2,5,84.92,,2545,11140,12,,
55,42500.0,,2008,2016,황학동,롯데캐슬,2,18,59.94,,2545,11140,31,,
56,49000.0,,2008,2016,황학동,롯데캐슬,2,18,84.89,,2545,11140,8,,
57,53800.0,,2008,2016,황학동,롯데캐슬,2,19,84.97,,2545,11140,29,,
58,42000.0,,2008,2016,황학동,롯데캐슬,2,19,59.94,,2545,11140,18,,
59,54000.0,,2008,2016,황학동,롯데캐슬,2,19,84.9,,2545,11140,19,,
60,66700.0,,2008,2016,황학동,롯데캐슬,2,23,114.9,,2545,11140,25,,
61,51800.0,,2008,2016,황학동,롯데캐슬,2,26,84.97,,2545,11140,12,,
62,42500.0,,2008,2016,황학동,롯데캐슬,2,28,59.91,,2545,11140,12,,
63,56000.0,,2008,2016,황학동,롯데캐슬,2,29,84.89,,2545,11140,32,,
64,68000.0,,2007,2016,순화동,순화동더샵,2,1,84.99,,151,11140,24,,
65,47700.0,,2001,2016,중림동,삼성사이버빌리지,2,1,59.7,,200,11140,16,,
66,68000.0,,2001,2016,중림동,삼성사이버빌리지,2,2,84.93,,200,11140,10,,
67,50000.0,,2001,2016,중림동,삼성사이버빌리지,2,4,59.7,,200,11140,18,,
68,59900.0,,2001,2016,중림동,삼성사이버빌리지,2,5,84.93,,200,11140,7,,
69,59700.0,,2001,2016,중림동,삼성사이버빌리지,2,15,84.93,,200,11140,9,,
70,59800.0,,2012,2016,만리동1가,LIG서울역리가,2,2,84.9866,,231,11140,13,,
71,63300.0,,2012,2016,만리동1가,LIG서울역리가,2,21,84.9788,,231,11140,8,,
72,64500.0,,2012,2016,만리동1가,LIG서울역리가,2,27,84.9581,,231,11140,8,,
0,151000.0,,2011,2016,회현동1가,남산롯데캐슬아이리스,3,3,187.44,,208,11140,19,,
1,160000.0,,2011,2016,회현동1가,남산롯데캐슬아이리스,3,22,176.42,,208,11140,26,,
2,122000.0,,2010,2016,회현동2가,쌍용남산플래티넘,3,3,158.97,,87,11140,15,,
3,108500.0,,2010,2016,회현동2가,쌍용남산플래티넘,3,14,139.8,,87,11140,18,,
4,40000.0,,1970,2016,충무로4가,진양상가,3,9,107.9,,120-3,11140,11,,
5,121000.0,,2009,2016,충무로4가,남산센트럴자이,3,14,160.505,,306,11140,27,,
6,100000.0,,2009,2016,충무로4가,남산센트럴자이,3,24,135.533,,306,11140,23,,
7,101000.0,,2009,2016,충무로4가,남산센트럴자이,3,24,135.533,,306,11140,30,,
8,31800.0,,1970,2016,충무로4가,진양상가,3,25,71.93,,120-3,11140,9,,
9,19000.0,,1968,2016,인현동2가,인현상가(신성아파트),3,3,50.58,,192-30,11140,7,,
10,19000.0,,1968,2016,인현동2가,인현상가(신성아파트),3,7,50.58,,192-30,11140,7,,
11,25500.0,,1971,2016,산림동,청계상가,3,21,69.42,,207-1,11140,7,,
12,68500.0,,2005,2016,신당동,신당푸르지오,3,1,114.48,,850,11140,9,,
13,68400.0,,2011,2016,신당동,청구e편한세상,3,2,84.95,,852,11140,2,,
14,48500.0,,2011,2016,신당동,래미안하이베르,3,2,59.95,,851,11140,6,,
15,73000.0,,2011,2016,신당동,청구e편한세상,3,2,84.95,,852,11140,13,,
16,70000.0,,2002,2016,신당동,남산타운,3,3,114.88,,844,11140,14,,
17,48500.0,,2011,2016,신당동,래미안하이베르,3,3,59.95,,851,11140,8,,
18,62000.0,,1999,2016,신당동,약수하이츠,3,3,84.88,,842,11140,8,,
19,86000.0,,2011,2016,신당동,청구e편한세상,3,4,118.47,,852,11140,10,,
20,29500.0,,2002,2016,신당동,성지,3,5,56.8,,333-9,11140,2,,
21,41800.0,,1993,2016,신당동,현대,3,5,79.11,,840,11140,5,,
22,43000.0,,2004,2016,신당동,삼성홈타운,3,5,83.94,,849,11140,2,,
23,49700.0,,1999,2016,신당동,삼성,3,7,84.96,,843,11140,16,,
24,86500.0,,2011,2016,신당동,청구e편한세상,3,8,118.47,,852,11140,15,,
25,60000.0,,2011,2016,신당동,래미안하이베르,3,9,84.98,,851,11140,7,,
26,42600.0,,2003,2016,신당동,프라임2,3,10,77.52,,432-2837,11140,4,,
27,55500.0,,2005,2016,신당동,신당푸르지오,3,10,84.39,,850,11140,9,,
28,60000.0,,1999,2016,신당동,약수하이츠,3,10,84.88,,842,11140,13,,
29,72800.0,,2011,2016,신당동,청구e편한세상,3,10,84.95,,852,11140,12,,
30,42500.0,,2003,2016,신당동,프라임2,3,11,82.17,,432-2837,11140,4,,
31,20500.0,,2000,2016,신당동,다오아트빌,3,11,53.43,,432-498,11140,3,,
32,68000.0,,1999,2016,신당동,약수하이츠,3,11,114.92,,842,11140,17,,
33,41600.0,,1993,2016,신당동,현대,3,12,79.11,,840,11140,7,,
34,53800.0,,1999,2016,신당동,약수하이츠,3,12,84.88,,842,11140,1,,
35,9500.0,,2001,2016,신당동,신신(1차),3,14,38.93,,432-1972,11140,3,,
36,60000.0,,2011,2016,신당동,래미안하이베르,3,14,84.98,,851,11140,7,,
37,41000.0,,1999,2016,신당동,삼성,3,15,59.98,,843,11140,18,,
38,40100.0,,1993,2016,신당동,현대,3,16,83.97,,840,11140,10,,
39,52000.0,,2002,2016,신당동,남산타운,3,16,84.88,,844,11140,2,,
40,66500.0,,2011,2016,신당동,래미안하이베르,3,17,117,,851,11140,3,,
41,52100.0,,2005,2016,신당동,신당푸르지오,3,17,84.76,,850,11140,2,,
42,45000.0,,2002,2016,신당동,남산타운,3,17,59.94,,844,11140,4,,
43,71800.0,,2011,2016,신당동,청구e편한세상,3,18,84.95,,852,11140,11,,
44,39000.0,,1999,2016,신당동,삼성,3,18,59.98,,843,11140,21,,
45,61800.0,,2011,2016,신당동,청구e편한세상,3,18,59.89,,852,11140,7,,
46,61500.0,,1999,2016,신당동,약수하이츠,3,18,84.88,,842,11140,13,,
47,48000.0,,2002,2016,신당동,남산타운,3,19,59.94,,844,11140,11,,
48,67500.0,,2011,2016,신당동,청구e편한세상,3,19,84.96,,852,11140,1,,
49,59500.0,,2002,2016,신당동,남산타운,3,21,84.88,,844,11140,11,,
50,53500.0,,1999,2016,신당동,약수하이츠,3,21,84.88,,842,11140,10,,
51,60000.0,,1999,2016,신당동,삼성,3,24,114.91,,843,11140,12,,
52,56000.0,,2005,2016,신당동,신당푸르지오,3,24,84.76,,850,11140,11,,
53,38800.0,,1993,2016,신당동,현대,3,24,83.97,,840,11140,4,,
54,76000.0,,2002,2016,신당동,남산타운,3,25,114.88,,844,11140,12,,
55,49000.0,,2005,2016,신당동,신당푸르지오,3,25,59.85,,850,11140,7,,
56,55700.0,,2002,2016,신당동,남산타운,3,26,84.88,,844,11140,13,,
57,53000.0,,1999,2016,신당동,약수하이츠,3,26,84.88,,842,11140,1,,
58,67000.0,,2002,2016,신당동,남산타운,3,26,114.88,,844,11140,5,,
59,57500.0,,2002,2016,신당동,남산타운,3,28,84.88,,844,11140,6,,
60,60000.0,,1999,2016,신당동,약수하이츠,3,28,84.88,,842,11140,15,,
61,50000.0,,1993,2016,신당동,현대,3,29,122.275,,840,11140,6,,
62,43300.0,,1999,2016,신당동,약수하이츠,3,30,57.63,,842,11140,6,,
63,42000.0,,1999,2016,신당동,약수하이츠,3,30,57.63,,842,11140,9,,
64,68000.0,,2011,2016,신당동,래미안하이베르,3,30,117,,851,11140,5,,
65,96614.0,,2014,2016,흥인동,청계천두산위브더제니스,3,11,147.3212,,13-1,11140,6,,
66,94687.0,,2014,2016,흥인동,청계천두산위브더제니스,3,21,147.3212,,13-1,11140,18,,
67,75905.0,,2014,2016,흥인동,청계천두산위브더제니스,3,22,116.6232,,13-1,11140,13,,
68,75909.0,,2014,2016,흥인동,청계천두산위브더제니스,3,25,124.2102,,13-1,11140,4,,
69,55300.0,,2008,2016,황학동,롯데캐슬,3,1,84.92,,2545,11140,30,,
70,13900.0,,2013,2016,황학동,한양I-Class,3,2,16.37,,787,11140,15,,
71,63500.0,,2008,2016,황학동,롯데캐슬,3,2,114.9,,2545,11140,9,,
72,54000.0,,2010,2016,황학동,황학아크로타워,3,5,84.893,,2523,11140,8,,
73,66500.0,,2008,2016,황학동,롯데캐슬,3,5,114.9,,2545,11140,16,,
74,69000.0,,2008,2016,황학동,롯데캐슬,3,10,114.9,,2545,11140,28,,
75,54800.0,,2008,2016,황학동,롯데캐슬,3,11,84.97,,2545,11140,20,,
76,55000.0,,2008,2016,황학동,롯데캐슬,3,11,84.92,,2545,11140,30,,
77,70000.0,,2008,2016,황학동,롯데캐슬,3,12,114.9,,2545,11140,31,,
78,55000.0,,2008,2016,황학동,롯데캐슬,3,14,84.89,,2545,11140,29,,
79,56000.0,,2008,2016,황학동,롯데캐슬,3,15,84.92,,2545,11140,26,,
80,43000.0,,2008,2016,황학동,롯데캐슬,3,16,59.91,,2545,11140,8,,
81,57300.0,,2010,2016,황학동,황학아크로타워,3,16,84.962,,2523,11140,20,,
82,54800.0,,2008,2016,황학동,롯데캐슬,3,17,84.92,,2545,11140,22,,
83,53500.0,,2008,2016,황학동,롯데캐슬,3,17,84.89,,2545,11140,24,,
84,68000.0,,2008,2016,황학동,롯데캐슬,3,17,114.9,,2545,11140,7,,
85,44650.0,,2008,2016,황학동,롯데캐슬,3,22,59.94,,2545,11140,27,,
86,55000.0,,2008,2016,황학동,롯데캐슬,3,22,84.92,,2545,11140,14,,
87,51000.0,,2008,2016,황학동,롯데캐슬,3,23,84.9,,2545,11140,19,,
88,49500.0,,2010,2016,황학동,황학동코아루,3,23,84.96,,882,11140,15,,
89,53350.0,,2008,2016,황학동,롯데캐슬,3,24,84.89,,2545,11140,12,,
90,54700.0,,2008,2016,황학동,롯데캐슬,3,24,84.89,,2545,11140,29,,
91,43000.0,,2008,2016,황학동,롯데캐슬,3,25,59.94,,2545,11140,19,,
92,51000.0,,2008,2016,황학동,롯데캐슬,3,26,84.97,,2545,11140,16,,
93,56000.0,,2008,2016,황학동,롯데캐슬,3,28,84.89,,2545,11140,13,,
94,36000.0,,2007,2016,순화동,순화동더샵,3,14,49.2,,151,11140,8,,
95,70000.0,,2006,2016,중림동,브라운스톤서울,3,9,117.742,,355,11140,11,,
96,57500.0,,2001,2016,중림동,삼성사이버빌리지,3,11,84.93,,200,11140,5,,
97,45000.0,,2001,2016,중림동,삼성사이버빌리지,3,11,59.7,,200,11140,2,,
98,72000.0,,2001,2016,중림동,삼성사이버빌리지,3,19,114.77,,200,11140,5,,
99,64000.0,,2001,2016,중림동,삼성사이버빌리지,3,24,114.54,,200,11140,4,,
100,57800.0,,2001,2016,중림동,삼성사이버빌리지,3,25,84.95,,200,11140,2,,
101,75000.0,,2001,2016,중림동,삼성사이버빌리지,3,28,114.77,,200,11140,12,,
102,75000.0,,2001,2016,중림동,삼성사이버빌리지,3,29,114.77,,200,11140,11,,
0,93000.0,,2010,2016,남대문로5가,남산트라팰리스,4,20,126.78,,827,11140,8,,
1,19750.0,,1975,2016,회현동1가,삼풍,4,1,51.32,,146-1,11140,2,,
2,90000.0,,2010,2016,회현동1가,SK리더스뷰남산,4,2,115.04,,206,11140,10,,
3,29000.0,,1975,2016,회현동1가,삼풍,4,11,72.06,,146-1,11140,5,,
4,134000.0,,2011,2016,회현동1가,남산롯데캐슬아이리스,4,18,187.08,,208,11140,5,,
5,97000.0,,2011,2016,회현동1가,남산롯데캐슬아이리스,4,28,113.46,,208,11140,15,,
6,141000.0,,2010,2016,회현동2가,쌍용남산플래티넘,4,11,166.24,,87,11140,25,,
7,41600.0,,1970,2016,충무로4가,진양상가,4,2,107.9,,120-3,11140,16,,
8,57600.0,,2009,2016,충무로4가,남산센트럴자이,4,6,82.413,,306,11140,11,,
9,19900.0,,1968,2016,인현동2가,인현상가(신성아파트),4,2,48.56,,192-30,11140,10,,
10,28000.0,,1968,2016,인현동2가,인현상가(신성아파트),4,7,80.33,,192-30,11140,10,,
11,17500.0,,1968,2016,인현동2가,인현상가(신성아파트),4,12,41.62,,192-30,11140,8,,
12,41300.0,,2007,2016,신당동,노블레스하우스,4,1,70.09,,290-67,11140,2,,
13,65000.0,,1999,2016,신당동,약수하이츠,4,1,114.92,,842,11140,15,,
14,50100.0,,2011,2016,신당동,래미안하이베르,4,1,59.95,,851,11140,9,,
15,44800.0,,1999,2016,신당동,약수하이츠,4,1,65.37,,842,11140,3,,
16,60000.0,,2002,2016,신당동,남산타운,4,1,84.88,,844,11140,17,,
17,69500.0,,2011,2016,신당동,래미안하이베르,4,1,117,,851,11140,14,,
18,46000.0,,2002,2016,신당동,남산타운,4,1,59.94,,844,11140,14,,
19,48000.0,,2011,2016,신당동,래미안하이베르,4,2,59.74,,851,11140,2,,
20,44500.0,,1999,2016,신당동,약수하이츠,4,2,65.37,,842,11140,16,,
21,44000.0,,1993,2016,신당동,현대,4,2,83.97,,840,11140,5,,
22,86000.0,,2011,2016,신당동,청구e편한세상,4,2,118.47,,852,11140,5,,
23,51700.0,,1999,2016,신당동,삼성,4,2,84.96,,843,11140,10,,
24,73200.0,,2002,2016,신당동,남산타운,4,2,114.88,,844,11140,10,,
25,70500.0,,2002,2016,신당동,남산타운,4,2,114.88,,844,11140,13,,
26,44950.0,,2002,2016,신당동,성지,4,2,84.37,,333-9,11140,3,,
27,53800.0,,2002,2016,신당동,남산타운,4,3,84.88,,844,11140,8,,
28,72000.0,,2011,2016,신당동,래미안하이베르,4,4,117,,851,11140,7,,
29,44000.0,,2002,2016,신당동,대성드림,4,4,82.23,,290-52,11140,3,,
30,36250.0,,1999,2016,신당동,약수하이츠,4,4,57.63,,842,11140,9,,
31,53500.0,,1999,2016,신당동,약수하이츠,4,5,84.88,,842,11140,8,,
32,71000.0,,2002,2016,신당동,남산타운,4,5,84.88,,844,11140,15,,
33,44000.0,,2002,2016,신당동,남산타운,4,5,59.94,,844,11140,5,,
34,60000.0,,1999,2016,신당동,약수하이츠,4,5,114.92,,842,11140,1,,
35,71000.0,,2011,2016,신당동,청구e편한세상,4,6,84.95,,852,11140,13,,
36,47000.0,,1999,2016,신당동,삼성,4,6,84.96,,843,11140,1,,
37,43900.0,,1999,2016,신당동,약수하이츠,4,7,57.63,,842,11140,4,,
38,57000.0,,1999,2016,신당동,삼성,4,8,114.91,,843,11140,15,,
39,61000.0,,1999,2016,신당동,약수하이츠,4,8,84.88,,842,11140,15,,
40,57000.0,,2002,2016,신당동,남산타운,4,9,84.88,,844,11140,15,,
41,52900.0,,2002,2016,신당동,남산타운,4,9,84.88,,844,11140,2,,
42,47000.0,,2002,2016,신당동,남산타운,4,9,59.94,,844,11140,16,,
43,46300.0,,2002,2016,신당동,남산타운,4,9,59.94,,844,11140,17,,
44,42000.0,,2002,2016,신당동,남산타운,4,9,59.94,,844,11140,1,,
45,83700.0,,2011,2016,신당동,청구e편한세상,4,10,118.47,,852,11140,4,,
46,70000.0,,2011,2016,신당동,래미안하이베르,4,11,117,,851,11140,14,,
47,59000.0,,1999,2016,신당동,삼성,4,12,114.91,,843,11140,17,,
48,57000.0,,2002,2016,신당동,남산타운,4,12,84.88,,844,11140,3,,
49,36000.0,,1968,2016,신당동,동평화패션타운,4,12,66.32,,217-95,11140,6,,
50,82500.0,,2011,2016,신당동,청구e편한세상,4,12,118.31,,852,11140,1,,
51,64000.0,,1999,2016,신당동,약수하이츠,4,13,114.92,,842,11140,10,,
52,47500.0,,1999,2016,신당동,약수하이츠,4,13,57.63,,842,11140,7,,
53,58500.0,,2002,2016,신당동,남산타운,4,13,84.88,,844,11140,6,,
54,43000.0,,1993,2016,신당동,현대,4,13,83.97,,840,11140,14,,
55,63500.0,,1999,2016,신당동,약수하이츠,4,13,114.92,,842,11140,16,,
56,55000.0,,2002,2016,신당동,남산타운,4,14,84.88,,844,11140,11,,
57,70000.0,,1999,2016,신당동,약수하이츠,4,14,114.92,,842,11140,10,,
58,73000.0,,2011,2016,신당동,청구e편한세상,4,15,84.95,,852,11140,12,,
59,21500.0,,2000,2016,신당동,청구103동,4,15,41.16,,841-12,11140,4,,
60,54800.0,,1999,2016,신당동,약수하이츠,4,16,84.88,,842,11140,19,,
61,41000.0,,1993,2016,신당동,현대,4,16,83.97,,840,11140,10,,
62,38700.0,,1993,2016,신당동,현대,4,16,66.6,,840,11140,13,,
63,52200.0,,1993,2016,신당동,현대,4,16,121.14,,840,11140,9,,
64,58000.0,,2002,2016,신당동,남산타운,4,17,84.88,,844,11140,14,,
65,53300.0,,1999,2016,신당동,삼성,4,18,84.96,,843,11140,9,,
66,45000.0,,2002,2016,신당동,남산타운,4,18,59.94,,844,11140,6,,
67,56300.0,,2005,2016,신당동,신당푸르지오,4,19,84.76,,850,11140,7,,
68,59800.0,,1999,2016,신당동,약수하이츠,4,19,84.88,,842,11140,10,,
69,42700.0,,1993,2016,신당동,현대,4,19,79.11,,840,11140,11,,
70,62000.0,,1999,2016,신당동,약수하이츠,4,19,84.88,,842,11140,15,,
71,40500.0,,1993,2016,신당동,현대,4,20,83.97,,840,11140,8,,
72,65500.0,,2002,2016,신당동,남산타운,4,21,84.88,,844,11140,17,,
73,64000.0,,2002,2016,신당동,남산타운,4,21,114.88,,844,11140,2,,
74,64000.0,,2002,2016,신당동,남산타운,4,21,114.88,,844,11140,7,,
75,69000.0,,2002,2016,신당동,남산타운,4,21,114.88,,844,11140,11,,
76,46900.0,,2002,2016,신당동,남산타운,4,21,59.94,,844,11140,12,,
77,53500.0,,2002,2016,신당동,남산타운,4,22,84.88,,844,11140,2,,
78,54000.0,,1993,2016,신당동,현대,4,22,139.275,,840,11140,6,,
79,68000.0,,2005,2016,신당동,남산정은스카이,4,22,143.049,,366-126,11140,4,,
80,61000.0,,1999,2016,신당동,약수하이츠,4,23,84.88,,842,11140,11,,
81,39800.0,,1999,2016,신당동,삼성,4,24,59.97,,843,11140,14,,
82,54800.0,,2011,2016,신당동,래미안하이베르,4,24,84.97,,851,11140,2,,
83,36000.0,,2003,2016,신당동,진달래,4,25,62.62,,333-42,11140,5,,
84,41000.0,,1993,2016,신당동,현대,4,25,79.11,,840,11140,15,,
85,53000.0,,1993,2016,신당동,현대,4,25,122.275,,840,11140,7,,
86,53000.0,,2002,2016,신당동,남산타운,4,25,84.88,,844,11140,1,,
87,47800.0,,2000,2016,신당동,신당동파라다이스,4,25,84.85,,846,11140,6,,
88,59600.0,,2002,2016,신당동,남산타운,4,26,84.88,,844,11140,11,,
89,44100.0,,2002,2016,신당동,남산타운,4,26,59.94,,844,11140,5,,
90,64500.0,,2002,2016,신당동,남산타운,4,26,114.88,,844,11140,10,,
91,59950.0,,2002,2016,신당동,남산타운,4,26,84.88,,844,11140,4,,
92,54800.0,,1999,2016,신당동,삼성,4,26,114.91,,843,11140,13,,
93,47000.0,,1999,2016,신당동,약수하이츠,4,26,65.37,,842,11140,12,,
94,53000.0,,2001,2016,신당동,도현블랑빌,4,27,124.04,,432-2164,11140,2,,
95,72000.0,,2011,2016,신당동,청구e편한세상,4,27,84.95,,852,11140,8,,
96,60000.0,,2005,2016,신당동,신당푸르지오,4,27,114.48,,850,11140,2,,
97,71500.0,,2011,2016,신당동,청구e편한세상,4,28,84.96,,852,11140,3,,
98,58800.0,,1999,2016,신당동,약수하이츠,4,28,84.88,,842,11140,6,,
99,75000.0,,2011,2016,신당동,청구e편한세상,4,28,84.96,,852,11140,6,,
100,62000.0,,2011,2016,신당동,청구e편한세상,4,29,59.88,,852,11140,4,,
101,71500.0,,2002,2016,신당동,남산타운,4,29,84.88,,844,11140,11,,
102,64200.0,,2002,2016,신당동,남산타운,4,29,114.88,,844,11140,5,,
103,42200.0,,1999,2016,신당동,약수하이츠,4,29,57.63,,842,11140,3,,
104,44500.0,,2002,2016,신당동,남산타운,4,30,59.94,,844,11140,7,,
105,47000.0,,2002,2016,신당동,남산타운,4,30,59.94,,844,11140,12,,
106,44500.0,,1999,2016,신당동,약수하이츠,4,30,65.37,,842,11140,10,,
107,88115.0,,2014,2016,흥인동,청계천두산위브더제니스,4,4,145.6492,,13-1,11140,5,,
108,92595.0,,2014,2016,흥인동,청계천두산위브더제니스,4,8,145.6492,,13-1,11140,25,,
109,105647.0,,2014,2016,흥인동,청계천두산위브더제니스,4,10,146.9679,,13-1,11140,24,,
110,67850.0,,2014,2016,흥인동,청계천두산위브더제니스,4,11,92.1357,,13-1,11140,20,,
111,77000.0,,2014,2016,흥인동,청계천두산위브더제니스,4,11,124.3673,,13-1,11140,8,,
112,50900.0,,2008,2016,황학동,롯데캐슬,4,2,84.92,,2545,11140,8,,
113,42000.0,,2008,2016,황학동,롯데캐슬,4,2,59.94,,2545,11140,7,,
114,42500.0,,2008,2016,황학동,롯데캐슬,4,3,59.91,,2545,11140,8,,
115,55000.0,,2008,2016,황학동,롯데캐슬,4,5,84.92,,2545,11140,10,,
116,53500.0,,2008,2016,황학동,롯데캐슬,4,6,84.97,,2545,11140,29,,
117,36000.0,,2003,2016,황학동,중구리버빌,4,6,83.59,,981,11140,3,,
118,16650.0,,2014,2016,황학동,DUO302,4,6,15.97,,819,11140,15,,
119,55900.0,,2010,2016,황학동,황학아크로타워,4,7,84.893,,2523,11140,12,,
120,57000.0,,2008,2016,황학동,롯데캐슬,4,7,84.92,,2545,11140,33,,
121,56000.0,,2008,2016,황학동,롯데캐슬,4,8,84.92,,2545,11140,20,,
122,52800.0,,2008,2016,황학동,롯데캐슬,4,8,84.97,,2545,11140,17,,
123,12900.0,,2013,2016,황학동,한양I-Class,4,9,16.37,,787,11140,17,,
124,12900.0,,2013,2016,황학동,한양I-Class,4,9,16.37,,787,11140,17,,
125,41000.0,,2008,2016,황학동,롯데캐슬,4,9,59.91,,2545,11140,17,,
126,12900.0,,2013,2016,황학동,한양I-Class,4,9,16.37,,787,11140,17,,
127,50500.0,,2010,2016,황학동,황학동코아루,4,10,84.94,,882,11140,19,,
128,16500.0,,2014,2016,황학동,DUO302,4,11,15.97,,819,11140,8,,
129,16500.0,,2014,2016,황학동,DUO302,4,11,15.97,,819,11140,10,,
130,69000.0,,2008,2016,황학동,롯데캐슬,4,14,114.9,,2545,11140,32,,
131,44000.0,,2008,2016,황학동,롯데캐슬,4,14,59.94,,2545,11140,25,,
132,13500.0,,2013,2016,황학동,한양I-Class,4,16,16.37,,787,11140,13,,
133,51000.0,,2008,2016,황학동,롯데캐슬,4,16,84.97,,2545,11140,17,,
134,53500.0,,2008,2016,황학동,롯데캐슬,4,19,84.97,,2545,11140,14,,
135,68500.0,,2008,2016,황학동,롯데캐슬,4,20,114.9,,2545,11140,16,,
136,58000.0,,2008,2016,황학동,롯데캐슬,4,21,84.92,,2545,11140,16,,
137,55000.0,,2008,2016,황학동,롯데캐슬,4,26,84.89,,2545,11140,25,,
138,43000.0,,2008,2016,황학동,롯데캐슬,4,28,59.94,,2545,11140,32,,
139,51000.0,,2008,2016,황학동,롯데캐슬,4,28,84.92,,2545,11140,33,,
140,42100.0,,2008,2016,황학동,롯데캐슬,4,28,59.94,,2545,11140,8,,
141,46000.0,,2008,2016,황학동,롯데캐슬,4,30,59.91,,2545,11140,27,,
