,법정동,년,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
425,권농동,2019.0,7227.0,212.0,237.0,882.0,889.0,940.0,1402.0,1367.0,810.0,362.0,89.0,37.0
426,권농동,2020.0,7256.0,188.0,209.0,880.0,942.0,962.0,1339.0,1399.0,834.0,369.0,90.0,44.0
427,권농동,2021.0,7197.0,185.0,225.0,932.0,942.0,915.0,1316.0,1398.0,809.0,403.0,69.0,3.0
428,권농동,2022.0,6728.0,169.0,200.0,970.0,947.0,867.0,1148.0,1314.0,712.0,356.0,43.0,2.0
429,금호동1가,2012.0,15973.0,1298.0,1673.0,2078.0,2843.0,2755.0,2509.0,1489.0,994.0,278.0,53.0,3.0
430,금호동1가,2013.0,14717.0,1171.0,1507.0,1832.0,2557.0,2591.0,2343.0,1419.0,956.0,284.0,55.0,2.0
431,금호동1가,2014.0,14014.0,1095.0,1416.0,1708.0,2333.0,2516.0,2242.0,1408.0,933.0,308.0,49.0,6.0
432,금호동1가,2015.0,13699.0,1058.0,1324.0,1618.0,2210.0,2452.0,2207.0,1490.0,952.0,331.0,48.0,9.0
433,금호동1가,2016.0,13340.0,1018.0,1223.0,1588.0,2136.0,2323.0,2198.0,1526.0,935.0,346.0,38.0,9.0
434,금호동1가,2017.0,13108.0,979.0,1144.0,1602.0,2063.0,2202.0,2170.0,1558.0,969.0,370.0,39.0,12.0
435,금호동1가,2018.0,16087.0,1358.0,1247.0,1981.0,2978.0,2662.0,2451.0,1854.0,1055.0,441.0,47.0,13.0
436,금호동1가,2019.0,15853.0,1359.0,1157.0,1913.0,2871.0,2606.0,2414.0,1943.0,1068.0,464.0,46.0,12.0
437,금호동1가,2020.0,15711.0,1310.0,1058.0,1823.0,2765.0,2547.0,2385.0,2109.0,1125.0,513.0,64.0,12.0
438,금호동1가,2021.0,15240.0,1215.0,1083.0,1691.0,2529.0,2534.0,2332.0,2149.0,1106.0,539.0,60.0,2.0
439,금호동1가,2022.0,15056.0,1173.0,1074.0,1606.0,2383.0,2547.0,2319.0,2177.0,1132.0,575.0,68.0,2.0
440,금호동2가,2012.0,23026.0,1823.0,2303.0,3076.0,4663.0,3827.0,3298.0,2170.0,1417.0,374.0,60.0,15.0
441,금호동2가,2013.0,23303.0,1934.0,2230.0,2965.0,4680.0,3934.0,3377.0,2200.0,1478.0,423.0,68.0,14.0
442,금호동2가,2014.0,22847.0,1883.0,2082.0,2816.0,4463.0,3863.0,3418.0,2238.0,1531.0,461.0,76.0,16.0
443,금호동2가,2015.0,22770.0,1877.0,1961.0,2796.0,4290.0,3850.0,3475.0,2373.0,1551.0,507.0,73.0,17.0
444,금호동2가,2016.0,24836.0,2108.0,1938.0,3123.0,4877.0,4112.0,3711.0,2605.0,1675.0,599.0,67.0,21.0
445,금호동2가,2017.0,24522.0,2059.0,1784.0,3127.0,4679.0,4057.0,3691.0,2690.0,1716.0,608.0,89.0,22.0
446,금호동2가,2018.0,24271.0,1953.0,1734.0,3075.0,4566.0,3973.0,3690.0,2763.0,1752.0,640.0,101.0,24.0
447,금호동2가,2019.0,23964.0,1866.0,1614.0,3011.0,4401.0,3875.0,3731.0,2856.0,1779.0,704.0,101.0,26.0
448,금호동2가,2020.0,23409.0,1750.0,1497.0,2931.0,4172.0,3760.0,3695.0,2981.0,1756.0,741.0,100.0,26.0
449,금호동2가,2021.0,22735.0,1698.0,1373.0,2753.0,4027.0,3669.0,3622.0,3047.0,1671.0,764.0,106.0,5.0
450,금호동2가,2022.0,22253.0,1635.0,1301.0,2608.0,3899.0,3581.0,3544.0,3069.0,1665.0,840.0,103.0,8.0
451,금호동3가,2012.0,23026.0,1823.0,2303.0,3076.0,4663.0,3827.0,3298.0,2170.0,1417.0,374.0,60.0,15.0
452,금호동3가,2013.0,23303.0,1934.0,2230.0,2965.0,4680.0,3934.0,3377.0,2200.0,1478.0,423.0,68.0,14.0
453,금호동3가,2014.0,22847.0,1883.0,2082.0,2816.0,4463.0,3863.0,3418.0,2238.0,1531.0,461.0,76.0,16.0
454,금호동3가,2015.0,22770.0,1877.0,1961.0,2796.0,4290.0,3850.0,3475.0,2373.0,1551.0,507.0,73.0,17.0
455,금호동3가,2016.0,24836.0,2108.0,1938.0,3123.0,4877.0,4112.0,3711.0,2605.0,1675.0,599.0,67.0,21.0
456,금호동3가,2017.0,24522.0,2059.0,1784.0,3127.0,4679.0,4057.0,3691.0,2690.0,1716.0,608.0,89.0,22.0
457,금호동3가,2018.0,24271.0,1953.0,1734.0,3075.0,4566.0,3973.0,3690.0,2763.0,1752.0,640.0,101.0,24.0
458,금호동3가,2019.0,23964.0,1866.0,1614.0,3011.0,4401.0,3875.0,3731.0,2856.0,1779.0,704.0,101.0,26.0
459,금호동3가,2020.0,23409.0,1750.0,1497.0,2931.0,4172.0,3760.0,3695.0,2981.0,1756.0,741.0,100.0,26.0
460,금호동3가,2021.0,22735.0,1698.0,1373.0,2753.0,4027.0,3669.0,3622.0,3047.0,1671.0,764.0,106.0,5.0
461,금호동3가,2022.0,22253.0,1635.0,1301.0,2608.0,3899.0,3581.0,3544.0,3069.0,1665.0,840.0,103.0,8.0
462,금호동4가,2012.0,14844.0,1439.0,1263.0,1885.0,3292.0,2433.0,2199.0,1288.0,798.0,205.0,36.0,6.0
463,금호동4가,2013.0,15058.0,1514.0,1234.0,1856.0,3204.0,2522.0,2289.0,1345.0,814.0,242.0,33.0,5.0
464,금호동4가,2014.0,14825.0,1462.0,1127.0,1798.0,3086.0,2504.0,2296.0,1363.0,888.0,256.0,39.0,6.0
465,금호동4가,2015.0,14597.0,1459.0,1046.0,1752.0,2938.0,2512.0,2195.0,1450.0,922.0,275.0,41.0,7.0
466,금호동4가,2016.0,14414.0,1430.0,1005.0,1688.0,2795.0,2562.0,2139.0,1465.0,964.0,314.0,44.0,8.0
467,금호동4가,2017.0,14311.0,1437.0,980.0,1617.0,2732.0,2543.0,2120.0,1493.0,996.0,333.0,52.0,8.0
468,금호동4가,2018.0,15345.0,1538.0,1016.0,1721.0,3025.0,2665.0,2233.0,1682.0,1021.0,383.0,52.0,9.0
469,금호동4가,2019.0,15078.0,1489.0,997.0,1627.0,2880.0,2661.0,2186.0,1707.0,1063.0,404.0,55.0,9.0
470,금호동4가,2020.0,14704.0,1391.0,959.0,1507.0,2804.0,2574.0,2118.0,1786.0,1060.0,442.0,54.0,9.0
471,금호동4가,2021.0,14325.0,1314.0,917.0,1431.0,2566.0,2539.0,2089.0,1881.0,1068.0,462.0,54.0,4.0
472,금호동4가,2022.0,14098.0,1229.0,928.0,1372.0,2358.0,2545.0,2121.0,1904.0,1079.0,499.0,59.0,4.0
473,길동,2012.0,40259.0,3241.5,4513.0,6160.5,7061.5,6505.5,6981.5,3565.5,1557.0,579.5,83.0,10.5
474,길동,2013.0,40288.5,3229.5,4290.5,6055.5,7116.5,6458.0,7032.5,3750.5,1645.0,597.5,100.5,12.5
475,길동,2014.0,40184.0,3192.5,4019.5,6024.0,7143.0,6363.5,6983.5,3965.0,1756.0,616.0,107.5,13.5
476,길동,2015.0,40104.5,3160.0,3746.0,5968.0,7016.0,6288.0,6890.0,4402.0,1843.0,670.5,106.0,15.0
477,길동,2016.0,39855.0,3054.0,3545.5,5948.0,6836.0,6190.5,6822.0,4648.0,1960.0,718.0,116.5,16.5
478,길동,2017.0,39424.5,2839.5,3410.5,5919.5,6464.0,6113.5,6699.0,4957.5,2132.5,745.5,126.0,17.0
479,길동,2018.0,37473.5,2562.5,3094.5,5530.0,5983.0,5700.5,6372.5,5060.0,2248.5,769.5,136.0,16.5
480,길동,2019.0,36837.0,2349.0,2839.0,5495.0,5750.5,5521.0,6191.5,5242.0,2461.5,826.5,144.0,17.0
481,길동,2020.0,36420.0,2184.5,2607.0,5463.0,5733.0,5371.5,5989.0,5468.5,2562.5,863.5,159.5,18.0
482,길동,2021.0,35157.0,2004.5,2409.0,5152.0,5494.0,5203.0,5689.0,5561.0,2572.0,919.0,147.0,6.5
483,길동,2022.0,34601.5,1839.5,2343.5,4894.5,5404.5,5106.0,5523.5,5623.0,2730.5,979.0,152.0,5.5
484,길음동,2012.0,24807.5,2607.25,2610.25,3067.75,4658.0,4275.0,3585.75,2227.75,1340.25,361.25,63.75,10.5
485,길음동,2013.0,24681.75,2545.0,2585.5,2986.25,4451.75,4375.5,3603.25,2270.25,1390.0,390.0,72.75,11.5
486,길음동,2014.0,22964.0,2389.0,2409.5,2717.25,3957.25,4187.75,3348.5,2134.5,1349.5,395.0,63.25,12.5
487,길음동,2015.0,22240.0,2338.25,2315.75,2575.25,3663.75,4153.5,3194.5,2169.5,1338.75,415.25,62.5,13.0
488,길음동,2016.0,20613.0,2176.75,2207.25,2302.75,3220.25,4010.5,2881.75,2048.0,1273.5,416.75,61.75,13.75
489,길음동,2017.0,20086.0,2066.25,2225.25,2215.0,2960.5,3994.5,2801.75,2042.25,1262.75,442.5,60.75,14.5
490,길음동,2018.0,19745.25,1960.5,2226.25,2149.25,2851.75,3896.5,2797.5,2034.25,1281.5,462.0,69.25,16.5
491,길음동,2019.0,22198.5,2150.75,2398.0,2521.5,3260.25,4295.5,3222.5,2330.75,1387.0,542.25,71.5,18.5
492,길음동,2020.0,22295.25,2097.25,2378.25,2515.75,3107.75,4280.0,3345.0,2439.0,1447.25,581.25,83.5,20.25
493,길음동,2021.0,21736.5,1968.5,2383.0,2397.0,2876.75,4140.75,3386.0,2494.25,1388.75,615.0,84.5,2.0
494,길음동,2022.0,23996.5,2142.0,2673.0,2651.25,3046.75,4544.25,3866.75,2732.5,1533.25,712.75,91.75,2.25
495,낙원동,2012.0,7953.0,278.0,381.0,960.0,1093.0,1271.0,1685.0,1208.0,750.0,231.0,70.0,26.0
496,낙원동,2013.0,7856.0,286.0,373.0,881.0,1015.0,1254.0,1712.0,1215.0,779.0,244.0,69.0,28.0
497,낙원동,2014.0,7894.0,264.0,441.0,933.0,967.0,1227.0,1683.0,1228.0,776.0,271.0,75.0,29.0
498,낙원동,2015.0,7876.0,267.0,408.0,979.0,952.0,1147.0,1610.0,1325.0,786.0,287.0,84.0,31.0
499,낙원동,2016.0,7741.0,272.0,322.0,968.0,919.0,1091.0,1601.0,1327.0,808.0,314.0,90.0,29.0
500,낙원동,2017.0,7590.0,245.0,283.0,941.0,928.0,1051.0,1543.0,1318.0,842.0,321.0,86.0,32.0
501,낙원동,2018.0,7420.0,242.0,246.0,933.0,935.0,967.0,1447.0,1377.0,827.0,325.0,87.0,34.0
502,낙원동,2019.0,7227.0,212.0,237.0,882.0,889.0,940.0,1402.0,1367.0,810.0,362.0,89.0,37.0
503,낙원동,2020.0,7256.0,188.0,209.0,880.0,942.0,962.0,1339.0,1399.0,834.0,369.0,90.0,44.0
504,낙원동,2021.0,7197.0,185.0,225.0,932.0,942.0,915.0,1316.0,1398.0,809.0,403.0,69.0,3.0
505,낙원동,2022.0,6728.0,169.0,200.0,970.0,947.0,867.0,1148.0,1314.0,712.0,356.0,43.0,2.0
506,남가좌동,2012.0,17177.0,1265.5,1935.0,2314.5,2628.0,3041.5,2644.5,1777.5,1175.5,337.0,48.5,9.5
507,남가좌동,2013.0,16853.0,1180.0,1805.0,2292.0,2514.0,2960.5,2653.5,1811.0,1226.5,343.0,56.5,11.0
508,남가좌동,2014.0,16376.5,1114.5,1651.0,2229.0,2329.0,2875.5,2649.0,1822.5,1249.0,378.0,65.5,13.5
509,남가좌동,2015.0,18990.5,1739.5,1733.5,2468.5,2994.5,3309.5,2874.0,2008.0,1336.5,442.0,71.0,13.5
510,남가좌동,2016.0,19786.5,1987.5,1728.5,2603.0,3117.0,3450.5,2950.5,2047.5,1345.0,468.0,75.5,13.5
511,남가좌동,2017.0,19749.0,1939.5,1682.0,2645.5,2995.0,3410.0,2948.0,2100.0,1408.5,525.5,79.5,15.5
512,남가좌동,2018.0,20551.0,2076.5,1733.0,2719.5,3174.0,3504.5,3022.0,2199.0,1455.5,560.5,89.5,17.0
513,남가좌동,2019.0,20770.5,2076.5,1784.5,2707.5,3106.5,3573.5,3044.0,2250.5,1485.0,626.0,97.5,19.0
514,남가좌동,2020.0,22974.0,2402.0,1944.0,2926.5,3542.5,4005.0,3279.5,2462.5,1592.0,693.5,106.0,20.5
515,남가좌동,2021.0,22594.5,2331.0,1914.5,2828.0,3348.0,3982.0,3278.0,2548.5,1538.5,723.5,97.0,5.5
516,남가좌동,2022.0,22978.0,2255.5,2105.5,2819.5,3203.5,4116.5,3417.5,2607.5,1548.5,801.0,99.5,3.5
517,남대문로1가,2012.0,3392.0,148.0,167.0,393.0,560.0,598.0,678.0,433.0,283.0,104.0,23.0,5.0
518,남대문로1가,2013.0,3279.0,159.0,150.0,366.0,491.0,570.0,676.0,442.0,290.0,106.0,24.0,5.0
519,남대문로1가,2014.0,3088.0,140.0,126.0,321.0,452.0,545.0,625.0,450.0,288.0,108.0,27.0,6.0
520,남대문로1가,2015.0,3010.0,134.0,120.0,306.0,416.0,541.0,599.0,462.0,291.0,109.0,27.0,5.0
521,남대문로1가,2016.0,3007.0,143.0,116.0,303.0,424.0,512.0,582.0,479.0,309.0,109.0,25.0,5.0
522,남대문로1가,2017.0,2942.0,139.0,108.0,302.0,407.0,529.0,515.0,507.0,291.0,115.0,22.0,7.0
523,남대문로1가,2018.0,2839.0,119.0,107.0,274.0,388.0,474.0,489.0,525.0,300.0,130.0,26.0,7.0
524,남대문로1가,2019.0,2936.0,100.0,134.0,338.0,393.0,445.0,504.0,522.0,326.0,137.0,30.0,7.0
525,남대문로1가,2020.0,2914.0,83.0,131.0,357.0,387.0,429.0,496.0,527.0,323.0,144.0,28.0,9.0
526,남대문로1가,2021.0,2884.0,83.0,126.0,384.0,403.0,406.0,489.0,519.0,306.0,139.0,28.0,1.0
527,남대문로1가,2022.0,2739.0,78.0,136.0,336.0,379.0,387.0,450.0,497.0,294.0,154.0,28.0,0.0
528,남대문로2가,2012.0,2374.5,136.0,123.5,286.5,433.0,417.5,445.0,268.5,177.0,66.5,17.5,3.5
529,남대문로2가,2013.0,2309.0,144.5,110.5,260.0,403.0,399.5,446.5,272.0,183.5,69.0,17.0,3.5
530,남대문로2가,2014.0,2183.0,133.0,90.5,230.0,377.0,382.5,418.0,277.0,184.5,67.5,18.5,4.5
531,남대문로2가,2015.0,2129.0,127.5,89.0,220.0,346.0,381.0,406.0,287.5,182.0,68.0,18.0,4.0
532,남대문로2가,2016.0,2469.0,169.0,102.5,253.5,456.0,434.5,431.0,328.5,199.5,73.0,17.0,4.5
533,남대문로2가,2017.0,2482.0,169.5,112.5,250.5,452.5,453.5,390.0,361.5,197.5,72.5,17.0,5.0
534,남대문로2가,2018.0,2436.0,154.0,111.5,241.5,432.5,442.5,377.5,370.5,200.5,82.0,18.5,5.0
535,남대문로2가,2019.0,2493.0,147.0,113.5,269.0,428.0,434.0,393.5,379.0,213.5,89.0,21.0,5.5
536,남대문로2가,2020.0,2491.5,124.5,122.0,288.0,403.0,439.0,401.5,381.0,214.5,92.0,19.0,7.0
537,남대문로2가,2021.0,2567.0,127.5,124.0,317.5,452.0,455.0,397.0,381.0,204.0,90.0,18.0,1.0
538,남대문로2가,2022.0,2491.5,119.0,130.0,294.5,433.5,449.0,386.5,367.0,197.5,97.0,17.5,0.0
539,남대문로3가,2012.0,3624.5,193.0,199.5,396.5,537.5,588.5,795.0,471.5,295.5,104.5,32.5,10.5
540,남대문로3가,2013.0,3615.5,192.5,182.5,382.5,526.0,575.0,802.5,485.0,313.0,114.5,30.0,12.0
541,남대문로3가,2014.0,3536.5,189.5,161.5,376.0,478.5,559.0,798.5,491.5,318.5,119.0,31.5,13.0
542,남대문로3가,2015.0,3421.0,191.0,143.0,352.5,458.5,529.0,748.0,513.5,315.5,125.0,30.0,15.0
543,남대문로3가,2016.0,3706.0,215.5,150.5,373.0,552.0,583.0,743.0,578.5,321.0,137.5,34.5,17.5
544,남대문로3가,2017.0,3676.5,218.0,159.5,363.0,532.5,582.0,683.0,611.0,340.5,129.0,41.0,17.0
545,남대문로3가,2018.0,3685.0,202.0,158.5,383.0,531.0,582.0,671.5,621.5,331.0,141.5,44.5,18.5
546,남대문로3가,2019.0,3647.5,207.5,151.0,350.5,511.0,561.5,659.0,649.0,329.5,157.0,50.0,21.5
547,남대문로3가,2020.0,3602.5,182.5,154.0,365.0,478.0,557.0,638.0,635.5,353.5,166.0,49.0,24.0
548,남대문로3가,2021.0,3517.0,174.0,167.5,371.5,510.5,576.0,598.0,637.0,313.5,137.5,30.0,1.5
549,남대문로3가,2022.0,3394.0,167.5,170.5,352.5,513.5,550.0,564.5,600.0,305.5,141.0,27.5,1.5
550,남대문로4가,2012.0,3624.5,193.0,199.5,396.5,537.5,588.5,795.0,471.5,295.5,104.5,32.5,10.5
551,남대문로4가,2013.0,3615.5,192.5,182.5,382.5,526.0,575.0,802.5,485.0,313.0,114.5,30.0,12.0
552,남대문로4가,2014.0,3536.5,189.5,161.5,376.0,478.5,559.0,798.5,491.5,318.5,119.0,31.5,13.0
553,남대문로4가,2015.0,3421.0,191.0,143.0,352.5,458.5,529.0,748.0,513.5,315.5,125.0,30.0,15.0
554,남대문로4가,2016.0,3706.0,215.5,150.5,373.0,552.0,583.0,743.0,578.5,321.0,137.5,34.5,17.5
555,남대문로4가,2017.0,3676.5,218.0,159.5,363.0,532.5,582.0,683.0,611.0,340.5,129.0,41.0,17.0
556,남대문로4가,2018.0,3685.0,202.0,158.5,383.0,531.0,582.0,671.5,621.5,331.0,141.5,44.5,18.5
557,남대문로4가,2019.0,3647.5,207.5,151.0,350.5,511.0,561.5,659.0,649.0,329.5,157.0,50.0,21.5
558,남대문로4가,2020.0,3602.5,182.5,154.0,365.0,478.0,557.0,638.0,635.5,353.5,166.0,49.0,24.0
559,남대문로4가,2021.0,3517.0,174.0,167.5,371.5,510.5,576.0,598.0,637.0,313.5,137.5,30.0,1.5
560,남대문로4가,2022.0,3394.0,167.5,170.5,352.5,513.5,550.0,564.5,600.0,305.5,141.0,27.5,1.5
561,남대문로5가,2012.0,5892.0,262.0,319.0,613.0,769.0,940.0,1378.0,839.0,520.0,180.0,53.0,19.0
562,남대문로5가,2013.0,5892.0,255.0,294.0,611.0,737.0,921.0,1388.0,868.0,549.0,197.0,50.0,22.0
563,남대문로5가,2014.0,5795.0,253.0,268.0,613.0,655.0,898.0,1386.0,879.0,556.0,211.0,53.0,23.0
564,남대문로5가,2015.0,5594.0,261.0,228.0,571.0,641.0,837.0,1283.0,914.0,558.0,223.0,51.0,27.0
565,남대문로5가,2016.0,5481.0,236.0,212.0,542.0,616.0,809.0,1206.0,979.0,552.0,238.0,60.0,31.0
566,남대문로5가,2017.0,5331.0,236.0,202.0,527.0,567.0,786.0,1101.0,1006.0,577.0,228.0,70.0,31.0
567,남대문로5가,2018.0,5337.0,215.0,201.0,557.0,585.0,753.0,1077.0,1027.0,561.0,249.0,78.0,34.0
568,남대문로5가,2019.0,5245.0,221.0,209.0,501.0,559.0,700.0,1035.0,1062.0,558.0,273.0,88.0,39.0
569,남대문로5가,2020.0,5136.0,199.0,195.0,511.0,537.0,665.0,969.0,1036.0,601.0,292.0,88.0,43.0
570,남대문로5가,2021.0,4784.0,176.0,213.0,492.0,520.0,648.0,891.0,1031.0,525.0,234.0,52.0,2.0
571,남대문로5가,2022.0,4544.0,175.0,217.0,452.0,539.0,589.0,806.0,963.0,510.0,242.0,48.0,3.0
572,남산동1가,2012.0,3392.0,148.0,167.0,393.0,560.0,598.0,678.0,433.0,283.0,104.0,23.0,5.0
573,남산동1가,2013.0,3279.0,159.0,150.0,366.0,491.0,570.0,676.0,442.0,290.0,106.0,24.0,5.0
574,남산동1가,2014.0,3088.0,140.0,126.0,321.0,452.0,545.0,625.0,450.0,288.0,108.0,27.0,6.0
575,남산동1가,2015.0,3010.0,134.0,120.0,306.0,416.0,541.0,599.0,462.0,291.0,109.0,27.0,5.0
576,남산동1가,2016.0,3007.0,143.0,116.0,303.0,424.0,512.0,582.0,479.0,309.0,109.0,25.0,5.0
577,남산동1가,2017.0,2942.0,139.0,108.0,302.0,407.0,529.0,515.0,507.0,291.0,115.0,22.0,7.0
578,남산동1가,2018.0,2839.0,119.0,107.0,274.0,388.0,474.0,489.0,525.0,300.0,130.0,26.0,7.0
579,남산동1가,2019.0,2936.0,100.0,134.0,338.0,393.0,445.0,504.0,522.0,326.0,137.0,30.0,7.0
580,남산동1가,2020.0,2914.0,83.0,131.0,357.0,387.0,429.0,496.0,527.0,323.0,144.0,28.0,9.0
581,남산동1가,2021.0,2884.0,83.0,126.0,384.0,403.0,406.0,489.0,519.0,306.0,139.0,28.0,1.0
582,남산동1가,2022.0,2739.0,78.0,136.0,336.0,379.0,387.0,450.0,497.0,294.0,154.0,28.0,0.0
583,남산동2가,2012.0,3392.0,148.0,167.0,393.0,560.0,598.0,678.0,433.0,283.0,104.0,23.0,5.0
584,남산동2가,2013.0,3279.0,159.0,150.0,366.0,491.0,570.0,676.0,442.0,290.0,106.0,24.0,5.0
585,남산동2가,2014.0,3088.0,140.0,126.0,321.0,452.0,545.0,625.0,450.0,288.0,108.0,27.0,6.0
586,남산동2가,2015.0,3010.0,134.0,120.0,306.0,416.0,541.0,599.0,462.0,291.0,109.0,27.0,5.0
587,남산동2가,2016.0,3007.0,143.0,116.0,303.0,424.0,512.0,582.0,479.0,309.0,109.0,25.0,5.0
588,남산동2가,2017.0,2942.0,139.0,108.0,302.0,407.0,529.0,515.0,507.0,291.0,115.0,22.0,7.0
589,남산동2가,2018.0,2839.0,119.0,107.0,274.0,388.0,474.0,489.0,525.0,300.0,130.0,26.0,7.0
590,남산동2가,2019.0,2936.0,100.0,134.0,338.0,393.0,445.0,504.0,522.0,326.0,137.0,30.0,7.0
591,남산동2가,2020.0,2914.0,83.0,131.0,357.0,387.0,429.0,496.0,527.0,323.0,144.0,28.0,9.0
592,남산동2가,2021.0,2884.0,83.0,126.0,384.0,403.0,406.0,489.0,519.0,306.0,139.0,28.0,1.0
593,남산동2가,2022.0,2739.0,78.0,136.0,336.0,379.0,387.0,450.0,497.0,294.0,154.0,28.0,0.0
594,남산동3가,2012.0,3392.0,148.0,167.0,393.0,560.0,598.0,678.0,433.0,283.0,104.0,23.0,5.0
595,남산동3가,2013.0,3279.0,159.0,150.0,366.0,491.0,570.0,676.0,442.0,290.0,106.0,24.0,5.0
596,남산동3가,2014.0,3088.0,140.0,126.0,321.0,452.0,545.0,625.0,450.0,288.0,108.0,27.0,6.0
597,남산동3가,2015.0,3010.0,134.0,120.0,306.0,416.0,541.0,599.0,462.0,291.0,109.0,27.0,5.0
598,남산동3가,2016.0,3007.0,143.0,116.0,303.0,424.0,512.0,582.0,479.0,309.0,109.0,25.0,5.0
599,남산동3가,2017.0,2942.0,139.0,108.0,302.0,407.0,529.0,515.0,507.0,291.0,115.0,22.0,7.0
600,남산동3가,2018.0,2839.0,119.0,107.0,274.0,388.0,474.0,489.0,525.0,300.0,130.0,26.0,7.0
601,남산동3가,2019.0,2936.0,100.0,134.0,338.0,393.0,445.0,504.0,522.0,326.0,137.0,30.0,7.0
602,남산동3가,2020.0,2914.0,83.0,131.0,357.0,387.0,429.0,496.0,527.0,323.0,144.0,28.0,9.0
603,남산동3가,2021.0,2884.0,83.0,126.0,384.0,403.0,406.0,489.0,519.0,306.0,139.0,28.0,1.0
604,남산동3가,2022.0,2739.0,78.0,136.0,336.0,379.0,387.0,450.0,497.0,294.0,154.0,28.0,0.0
605,남영동,2012.0,7801.0,301.0,499.0,932.0,1251.0,1481.0,1588.0,929.0,586.0,170.0,43.0,21.0
606,남영동,2013.0,7987.0,310.0,459.0,923.0,1246.0,1514.0,1703.0,968.0,610.0,182.0,51.0,21.0
607,남영동,2014.0,8093.0,284.0,424.0,954.0,1169.0,1486.0,1772.0,1079.0,646.0,204.0,53.0,22.0
608,남영동,2015.0,8115.0,274.0,389.0,1020.0,1151.0,1444.0,1741.0,1157.0,652.0,206.0,56.0,25.0
609,남영동,2016.0,8064.0,267.0,359.0,1011.0,1135.0,1399.0,1731.0,1237.0,630.0,209.0,58.0,28.0
610,남영동,2017.0,7974.0,272.0,326.0,972.0,1110.0,1308.0,1735.0,1280.0,638.0,252.0,55.0,26.0
611,남영동,2018.0,7821.0,257.0,284.0,976.0,1060.0,1206.0,1718.0,1305.0,672.0,256.0,59.0,28.0
612,남영동,2019.0,7771.0,230.0,272.0,974.0,1040.0,1187.0,1687.0,1323.0,690.0,274.0,61.0,33.0
613,남영동,2020.0,7623.0,190.0,262.0,960.0,1041.0,1099.0,1625.0,1368.0,689.0,286.0,72.0,31.0
614,남영동,2021.0,7351.0,172.0,260.0,942.0,1019.0,1034.0,1593.0,1381.0,619.0,283.0,42.0,6.0
615,남영동,2022.0,7100.0,147.0,239.0,875.0,1031.0,926.0,1553.0,1401.0,611.0,286.0,28.0,3.0
616,남창동,2012.0,5892.0,262.0,319.0,613.0,769.0,940.0,1378.0,839.0,520.0,180.0,53.0,19.0
617,남창동,2013.0,5892.0,255.0,294.0,611.0,737.0,921.0,1388.0,868.0,549.0,197.0,50.0,22.0
618,남창동,2014.0,5795.0,253.0,268.0,613.0,655.0,898.0,1386.0,879.0,556.0,211.0,53.0,23.0
619,남창동,2015.0,5594.0,261.0,228.0,571.0,641.0,837.0,1283.0,914.0,558.0,223.0,51.0,27.0
620,남창동,2016.0,5481.0,236.0,212.0,542.0,616.0,809.0,1206.0,979.0,552.0,238.0,60.0,31.0
621,남창동,2017.0,5331.0,236.0,202.0,527.0,567.0,786.0,1101.0,1006.0,577.0,228.0,70.0,31.0
622,남창동,2018.0,5337.0,215.0,201.0,557.0,585.0,753.0,1077.0,1027.0,561.0,249.0,78.0,34.0
623,남창동,2019.0,5245.0,221.0,209.0,501.0,559.0,700.0,1035.0,1062.0,558.0,273.0,88.0,39.0
624,남창동,2020.0,5136.0,199.0,195.0,511.0,537.0,665.0,969.0,1036.0,601.0,292.0,88.0,43.0
625,남창동,2021.0,4784.0,176.0,213.0,492.0,520.0,648.0,891.0,1031.0,525.0,234.0,52.0,2.0
626,남창동,2022.0,4544.0,175.0,217.0,452.0,539.0,589.0,806.0,963.0,510.0,242.0,48.0,3.0
627,남학동,2012.0,4573.0,263.0,332.0,736.0,744.0,691.0,820.0,483.0,353.0,122.0,22.0,7.0
628,남학동,2013.0,4484.0,239.0,304.0,715.0,761.0,665.0,801.0,488.0,349.0,131.0,25.0,6.0
629,남학동,2014.0,4418.0,232.0,302.0,695.0,714.0,655.0,780.0,501.0,360.0,140.0,33.0,6.0
630,남학동,2015.0,4300.0,241.0,270.0,675.0,686.0,615.0,735.0,532.0,348.0,160.0,31.0,7.0
631,남학동,2016.0,4210.0,245.0,251.0,639.0,664.0,585.0,712.0,562.0,346.0,165.0,33.0,8.0
632,남학동,2017.0,4078.0,228.0,251.0,608.0,630.0,569.0,675.0,564.0,336.0,177.0,31.0,9.0
633,남학동,2018.0,4003.0,217.0,200.0,638.0,641.0,523.0,658.0,566.0,344.0,167.0,40.0,9.0
634,남학동,2019.0,3995.0,210.0,176.0,673.0,631.0,515.0,614.0,606.0,348.0,166.0,47.0,9.0
635,남학동,2020.0,4034.0,191.0,170.0,726.0,622.0,493.0,610.0,624.0,351.0,185.0,52.0,10.0
636,남학동,2021.0,4023.0,170.0,193.0,727.0,675.0,459.0,590.0,609.0,350.0,199.0,51.0,0.0
637,남학동,2022.0,3973.0,164.0,187.0,710.0,694.0,456.0,584.0,613.0,313.0,207.0,44.0,1.0
638,남현동,2012.0,18127.0,1404.0,1340.0,3619.0,3978.0,2403.0,2584.0,1687.0,834.0,242.0,31.0,5.0
